source,target,score
1366,10605,0.7305502846299811
10605,14702,0.6992409867172675
10605,14703,0.5588235294117647
10605,14704,0.5607210626185958
10605,14705,0.5825426944971537
10605,14709,0.7362428842504743
10605,14711,0.5882352941176471
10605,14713,0.8065326633165829
10605,14203,0.7001897533206831
10147,10605,0.7258064516129032
10605,11204,0.5939278937381404
10605,11205,0.579696394686907
10605,14279,0.6925996204933587
1482,10605,0.5977229601518027
10605,10715,0.6337760910815939
10605,14300,0.6309297912713473
10605,14302,0.6461100569259962
10605,14304,0.6907020872865275
10605,14305,0.6537001897533207
10605,14307,0.698292220113852
10605,14309,0.5616698292220114
10605,14310,0.5939278937381404
660,5913,0.6223908918406073
660,14500,0.5673624288425048
660,14501,0.6005692599620494
660,14502,0.6480075901328273
660,7847,0.5550284629981025
660,14508,0.5929791271347249
660,14509,0.6480075901328273
660,14512,0.6214421252371917
660,8883,0.6328273244781784
660,14009,0.5787476280834914
660,10450,0.5844402277039848
660,1252,0.6318785578747628
660,13039,0.6062618595825426
660,4851,0.7011385199240987
660,14073,0.6242884250474383
660,13050,0.5569259962049335
660,12039,0.5721062618595826
660,10513,0.5597722960151803
660,14101,0.5787476280834914
660,14103,0.5882352941176471
660,14106,0.7049335863377609
660,14107,0.7106261859582542
660,14108,0.7058823529411765
660,11043,0.5872865275142315
660,13101,0.7182163187855788
660,13102,0.5967741935483871
660,10557,0.5740037950664136
660,10562,0.5759013282732448
660,12101,0.5787476280834914
660,12103,0.603415559772296
660,12104,0.5882352941176471
660,1366,0.7172675521821632
660,14700,0.644212523719165
660,14701,0.5550284629981025
660,14702,0.6015180265654649
660,14703,0.5683111954459203
660,14704,0.6565464895635673
660,14705,0.6375711574952562
660,14708,0.5597722960151803
660,14709,0.6129032258064516
660,14711,0.6233396584440227
660,14712,0.5853889943074004
660,14713,0.635678391959799
660,14203,0.6394686907020873
660,10147,0.6005692599620494
660,11204,0.6717267552182163
660,11205,0.6081593927893738
660,14279,0.6024667931688804
660,1482,0.6660341555977229
660,14300,0.6565464895635673
660,14302,0.6707779886148008
660,14304,0.6555977229601518
660,14305,0.6328273244781784
660,14307,0.5882352941176471
660,14308,0.5683111954459203
660,14309,0.627134724857685
5913,14500,0.5759013282732448
5913,14502,0.6081593927893738
5913,7847,0.5569259962049335
5913,14508,0.6612903225806451
5913,14509,0.6489563567362429
4812,5913,0.5853889943074004
1252,5913,0.6707779886148008
5913,13039,0.6935483870967742
4851,5913,0.7751423149905123
5913,14073,0.6859582542694497
5913,12039,0.618595825426945
5913,14101,0.5891840607210627
5913,14106,0.6138519924098672
5913,14107,0.5929791271347249
5913,14108,0.5844402277039848
4898,5913,0.603415559772296
5913,11043,0.6622390891840607
5913,10535,0.573055028462998
5913,13101,0.6299810246679317
5913,13102,0.5777988614800759
5913,12103,0.6347248576850095
5913,12104,0.6214421252371917
5913,12107,0.5740037950664136
1366,5913,0.6821631878557874
5913,14702,0.6461100569259962
5913,14703,0.5559772296015181
5913,14704,0.5834914611005693
5913,14705,0.5891840607210627
5913,14709,0.6840607210626186
5913,14711,0.6166982922201139
5913,14713,0.6381909547738693
5913,14203,0.6717267552182163
5913,10147,0.6840607210626186
5913,11204,0.5825426944971537
5913,11205,0.5607210626185958
5913,14279,0.6755218216318786
1482,5913,0.6138519924098672
5913,10715,0.6053130929791272
5913,14300,0.6261859582542695
5913,14302,0.627134724857685
5913,14304,0.6385199240986718
5913,14305,0.6461100569259962
5913,14307,0.6518026565464896
5913,14309,0.6195445920303605
5913,14310,0.6129032258064516
9369,14501,0.6148007590132827
9369,14504,0.7144212523719166
9369,14506,0.7381404174573055
9369,14510,0.698292220113852
9369,14511,0.7229601518026565
9369,14512,0.7011385199240987
9369,14002,0.7371916508538899
9369,14009,0.7239089184060721
9369,14010,0.6129032258064516
9369,10450,0.6299810246679317
9369,13050,0.5578747628083491
9369,14077,0.7210626185958254
9369,10513,0.7286527514231499
9369,14103,0.7381404174573055
9369,14105,0.7922201138519924
9369,14108,0.6043643263757116
9369,11044,0.7182163187855788
9369,10557,0.6717267552182163
9369,12101,0.573055028462998
9369,12109,0.6148007590132827
9369,14700,0.6480075901328273
9369,14701,0.6774193548387096
9369,14703,0.5673624288425048
9369,14704,0.611954459203036
9369,14705,0.5996204933586338
9369,14706,0.7713472485768501
9369,14707,0.7476280834914611
9369,14708,0.642314990512334
9369,14710,0.7514231499051234
9369,14712,0.8159392789373814
9369,14303,0.7561669829222012
9369,14503,0.7409867172675522
14500,14501,0.644212523719165
14500,14508,0.650853889943074
14500,14509,0.5844402277039848
14010,14500,0.6138519924098672
1252,14500,0.5977229601518027
13039,14500,0.6717267552182163
4851,14500,0.6489563567362429
14073,14500,0.6574952561669829
13050,14500,0.6688804554079696
12032,14500,0.594876660341556
10513,14500,0.5929791271347249
14101,14500,0.5673624288425048
14103,14500,0.5768500948766604
14106,14500,0.5578747628083491
14108,14500,0.5588235294117647
4898,14500,0.6110056925996205
11043,14500,0.6480075901328273
10535,14500,0.5759013282732448
13101,14500,0.5721062618595826
13102,14500,0.5740037950664136
10557,14500,0.573055028462998
10562,14500,0.6574952561669829
12103,14500,0.6204933586337761
12104,14500,0.573055028462998
12107,14500,0.6309297912713473
1366,14500,0.6110056925996205
14500,14701,0.6546489563567363
14500,14702,0.6204933586337761
14500,14703,0.6537001897533207
14500,14708,0.6280834914611005
14500,14709,0.683111954459203
14500,14712,0.5692599620493358
14500,14713,0.7236180904522613
14203,14500,0.6404174573055028
10147,14500,0.6489563567362429
11205,14500,0.6925996204933587
14279,14500,0.6138519924098672
10715,14500,0.5550284629981025
14300,14500,0.5996204933586338
14302,14500,0.5635673624288425
14304,14500,0.6242884250474383
14305,14500,0.6299810246679317
14307,14500,0.6385199240986718
14310,14500,0.5559772296015181
14501,14502,0.5834914611005693
14501,14504,0.618595825426945
14501,14506,0.6717267552182163
14501,14509,0.5920303605313093
14501,14510,0.5977229601518027
14501,14511,0.610056925996205
14501,14512,0.6214421252371917
14002,14501,0.6024667931688804
14009,14501,0.642314990512334
14010,14501,0.6546489563567363
10450,14501,0.5654648956356736
13039,14501,0.5588235294117647
4851,14501,0.5834914611005693
14073,14501,0.571157495256167
13050,14501,0.6641366223908919
14077,14501,0.5588235294117647
10513,14501,0.6622390891840607
14103,14501,0.6802656546489564
14105,14501,0.5692599620493358
14106,14501,0.562618595825427
14107,14501,0.5635673624288425
14108,14501,0.6138519924098672
11043,14501,0.5787476280834914
11044,14501,0.6603415559772297
13101,14501,0.5768500948766604
10557,14501,0.6622390891840607
10562,14501,0.5683111954459203
12101,14501,0.5863377609108159
12104,14501,0.5882352941176471
12107,14501,0.6261859582542695
12109,14501,0.6024667931688804
1366,14501,0.5958254269449715
14501,14700,0.6366223908918406
14501,14701,0.6973434535104365
14501,14703,0.6480075901328273
14501,14704,0.6195445920303605
14501,14705,0.5863377609108159
14501,14706,0.5958254269449715
14501,14707,0.6195445920303605
14501,14708,0.6518026565464896
14501,14709,0.594876660341556
14501,14710,0.6138519924098672
14501,14712,0.6698292220113852
14501,14713,0.5628140703517588
14203,14501,0.5654648956356736
11204,14501,0.5635673624288425
11205,14501,0.6555977229601518
1482,14501,0.5578747628083491
14300,14501,0.5559772296015181
14302,14501,0.5815939278937381
14303,14501,0.5910815939278937
14304,14501,0.579696394686907
14307,14501,0.5749525616698292
14501,14503,0.5749525616698292
14502,14508,0.5607210626185958
14502,14509,0.6707779886148008
14502,14512,0.6309297912713473
1252,14502,0.6280834914611005
13039,14502,0.6043643263757116
4851,14502,0.644212523719165
14073,14502,0.6081593927893738
13050,14502,0.5683111954459203
12039,14502,0.6110056925996205
10513,14502,0.5844402277039848
14103,14502,0.5844402277039848
14106,14502,0.635673624288425
14107,14502,0.6204933586337761
14108,14502,0.642314990512334
11043,14502,0.5986717267552182
13101,14502,0.6252371916508539
10557,14502,0.5901328273244781
12103,14502,0.5673624288425048
12104,14502,0.6252371916508539
1366,14502,0.6574952561669829
14502,14700,0.6318785578747628
14502,14701,0.5607210626185958
14502,14702,0.5645161290322581
14502,14703,0.6005692599620494
14502,14704,0.6110056925996205
14502,14705,0.6413662239089184
14502,14709,0.6062618595825426
14502,14711,0.6157495256166983
14502,14712,0.5740037950664136
14502,14713,0.6457286432160804
14203,14502,0.6233396584440227
10147,14502,0.5569259962049335
11204,14502,0.610056925996205
11205,14502,0.5588235294117647
14279,14502,0.5569259962049335
1482,14502,0.6157495256166983
14300,14502,0.6546489563567363
14302,14502,0.6774193548387096
14304,14502,0.5891840607210627
14305,14502,0.573055028462998
14307,14502,0.5958254269449715
14309,14502,0.611954459203036
14310,14502,0.5597722960151803
7847,14508,0.5635673624288425
7847,13039,0.5872865275142315
4851,7847,0.6129032258064516
7847,14073,0.5920303605313093
7847,14101,0.5673624288425048
7847,11043,0.562618595825427
7847,13101,0.5635673624288425
7847,13102,0.5597722960151803
7847,12103,0.5721062618595826
1366,7847,0.5607210626185958
7847,14702,0.5692599620493358
7847,14709,0.5891840607210627
7847,14203,0.5910815939278937
7847,10147,0.5977229601518027
7847,14279,0.6024667931688804
7847,14300,0.5607210626185958
7847,14304,0.5844402277039848
7847,14305,0.5834914611005693
7847,14307,0.5616698292220114
14504,14506,0.7011385199240987
14504,14510,0.6622390891840607
14504,14511,0.6432637571157496
14504,14512,0.6385199240986718
14002,14504,0.6527514231499051
14009,14504,0.6593927893738141
14010,14504,0.5872865275142315
10450,14504,0.5550284629981025
13050,14504,0.5635673624288425
14077,14504,0.644212523719165
10513,14504,0.6622390891840607
14103,14504,0.6584440227703985
14105,14504,0.6688804554079696
14108,14504,0.5815939278937381
11044,14504,0.618595825426945
10557,14504,0.6157495256166983
12101,14504,0.5683111954459203
12109,14504,0.6005692599620494
14504,14700,0.5901328273244781
14504,14701,0.6328273244781784
14504,14703,0.562618595825427
14504,14704,0.5683111954459203
14504,14705,0.5559772296015181
14504,14706,0.7039848197343453
14504,14707,0.6736242884250474
14504,14708,0.6518026565464896
14504,14710,0.6641366223908919
14504,14712,0.7201138519924098
14303,14504,0.6755218216318786
14503,14504,0.6669829222011385
14506,14510,0.6973434535104365
14506,14511,0.6992409867172675
14506,14512,0.6726755218216319
14002,14506,0.7210626185958254
14009,14506,0.7210626185958254
14010,14506,0.6043643263757116
10450,14506,0.6252371916508539
13050,14506,0.5986717267552182
14077,14506,0.706831119544592
10513,14506,0.7352941176470589
14103,14506,0.706831119544592
14105,14506,0.7286527514231499
14108,14506,0.5569259962049335
11044,14506,0.715370018975332
10557,14506,0.6878557874762808
12101,14506,0.5872865275142315
12109,14506,0.6166982922201139
14506,14700,0.6366223908918406
14506,14701,0.7371916508538899
14506,14703,0.6148007590132827
14506,14704,0.5683111954459203
14506,14705,0.562618595825427
14506,14706,0.7495256166982922
14506,14707,0.7163187855787476
14506,14708,0.6736242884250474
14506,14710,0.7096774193548387
14506,14712,0.7732447817836812
11205,14506,0.5825426944971537
14302,14506,0.5569259962049335
14303,14506,0.7390891840607211
14503,14506,0.7296015180265655
14508,14509,0.6166982922201139
4812,14508,0.5740037950664136
1252,14508,0.6451612903225806
13039,14508,0.7647058823529411
4851,14508,0.7400379506641366
14073,14508,0.7258064516129032
13050,14508,0.571157495256167
12032,14508,0.5825426944971537
12039,14508,0.5882352941176471
14101,14508,0.6451612903225806
14106,14508,0.6233396584440227
14108,14508,0.5645161290322581
4898,14508,0.6679316888045541
11043,14508,0.7210626185958254
10535,14508,0.5787476280834914
13101,14508,0.6081593927893738
13102,14508,0.6527514231499051
10562,14508,0.6081593927893738
12103,14508,0.6859582542694497
12104,14508,0.6138519924098672
12107,14508,0.5692599620493358
1366,14508,0.6783681214421252
14508,14702,0.7343453510436433
14508,14703,0.5683111954459203
14508,14709,0.7409867172675522
14508,14711,0.5635673624288425
14508,14713,0.7286432160804021
14203,14508,0.6954459203036053
10147,14508,0.7571157495256167
11205,14508,0.5939278937381404
14279,14508,0.7172675521821632
1482,14508,0.5597722960151803
10715,14508,0.6366223908918406
14300,14508,0.6148007590132827
14302,14508,0.6005692599620494
14304,14508,0.6707779886148008
14305,14508,0.6555977229601518
14307,14508,0.6821631878557874
14309,14508,0.5588235294117647
14310,14508,0.6166982922201139
14509,14512,0.6072106261859582
8883,14509,0.571157495256167
4812,14509,0.5740037950664136
1252,14509,0.6631878557874763
13039,14509,0.6698292220113852
4851,14509,0.706831119544592
14073,14509,0.642314990512334
12039,14509,0.579696394686907
14101,14509,0.5683111954459203
14106,14509,0.6432637571157496
14107,14509,0.6375711574952562
14108,14509,0.6470588235294118
4898,14509,0.5616698292220114
11043,14509,0.6470588235294118
13101,14509,0.6698292220113852
13102,14509,0.5815939278937381
10562,14509,0.5654648956356736
12103,14509,0.6166982922201139
12104,14509,0.6091081593927894
1366,14509,0.715370018975332
14509,14700,0.6252371916508539
14509,14702,0.6299810246679317
14509,14703,0.571157495256167
14509,14704,0.6252371916508539
14509,14705,0.6366223908918406
14509,14709,0.6660341555977229
14509,14711,0.6461100569259962
14509,14713,0.7160804020100503
14203,14509,0.6774193548387096
10147,14509,0.6318785578747628
11204,14509,0.6347248576850095
11205,14509,0.571157495256167
14279,14509,0.611954459203036
1482,14509,0.6299810246679317
10715,14509,0.5683111954459203
14300,14509,0.642314990512334
14302,14509,0.6717267552182163
14304,14509,0.6698292220113852
14305,14509,0.6366223908918406
14307,14509,0.6328273244781784
14308,14509,0.579696394686907
14309,14509,0.5958254269449715
14310,14509,0.5768500948766604
14510,14511,0.683111954459203
14510,14512,0.5834914611005693
14002,14510,0.6764705882352942
14009,14510,0.6698292220113852
14010,14510,0.6148007590132827
10450,14510,0.6053130929791272
13050,14510,0.5901328273244781
14077,14510,0.6584440227703985
10513,14510,0.6897533206831119
14103,14510,0.7296015180265655
14105,14510,0.6764705882352942
11044,14510,0.6470588235294118
10557,14510,0.6451612903225806
12101,14510,0.6062618595825426
12109,14510,0.6840607210626186
14510,14700,0.5996204933586338
14510,14701,0.6603415559772297
14510,14703,0.5673624288425048
14510,14706,0.6888045540796964
14510,14707,0.6774193548387096
14510,14708,0.6612903225806451
14510,14710,0.6859582542694497
14510,14712,0.7390891840607211
11205,14510,0.5597722960151803
14303,14510,0.6802656546489564
14503,14510,0.6802656546489564
14511,14512,0.6157495256166983
14002,14511,0.7087286527514232
14009,14511,0.6726755218216319
14010,14511,0.6005692599620494
10450,14511,0.5692599620493358
14077,14511,0.6869070208728653
10513,14511,0.6679316888045541
14103,14511,0.674573055028463
14105,14511,0.7087286527514232
14108,14511,0.5569259962049335
11044,14511,0.6641366223908919
10557,14511,0.6309297912713473
12101,14511,0.5777988614800759
12109,14511,0.6157495256166983
14511,14700,0.5901328273244781
14511,14701,0.6726755218216319
